timestamp,employee_id,system_accessed,action,bytes_transferred
2024-01-02 11:38:00,EMP-0002,HR_Portal,View,82135
2024-01-02 11:53:00,EMP-0071,Financial_Ledger,Download,9421450
2024-01-02 12:01:00,EMP-0088,Financial_Ledger,Query,22292
2024-01-02 12:04:00,EMP-0091,Inventory_DB,Download,8351699
2024-01-02 12:08:00,EMP-0041,HR_Portal,Query,50829
2024-01-02 12:16:00,EMP-0141,Customer_CRM,View,41778
2024-01-02 12:25:00,EMP-0090,Inventory_DB,Query,34573
2024-01-02 12:27:00,EMP-0111,Financial_Ledger,Query,52209
2024-01-02 12:31:00,EMP-0058,Routing_Portal,Query,33906
2024-01-02 12:34:00,EMP-0085,HR_Portal,Query,55070
2024-01-02 12:42:00,EMP-0121,Customer_CRM,Export,18245738
2024-01-02 12:45:00,EMP-0024,Routing_Portal,View,57178
2024-01-02 12:48:00,EMP-0010,Routing_Portal,View,28390
2024-01-02 12:56:00,EMP-0028,Inventory_DB,View,68047
2024-01-02 13:02:00,EMP-0121,Customer_CRM,View,53235
2024-01-02 13:07:00,EMP-0127,Inventory_DB,Download,19165146
2024-01-02 13:18:00,EMP-0067,Inventory_DB,View,69514
2024-01-02 13:28:00,EMP-0137,Inventory_DB,Query,42235
2024-01-02 13:33:00,EMP-0070,Routing_Portal,Download,18916580
2024-01-02 13:40:00,EMP-0075,Inventory_DB,Query,35820
2024-01-02 13:44:00,EMP-0005,Inventory_DB,Query,61736
2024-01-02 13:50:00,EMP-0008,Inventory_DB,Export,6893260
2024-01-02 14:04:00,EMP-0062,Financial_Ledger,Download,18387675
2024-01-02 14:13:00,EMP-0085,Customer_CRM,View,50522
2024-01-02 14:21:00,EMP-0122,Routing_Portal,Download,6608581
2024-01-02 14:30:00,EMP-0141,Financial_Ledger,Query,56679
2024-01-02 14:36:00,EMP-0117,HR_Portal,Download,12337647
2024-01-02 14:44:00,EMP-0071,Customer_CRM,View,92354
2024-01-02 14:51:00,EMP-0030,Customer_CRM,View,53950
2024-01-02 14:56:00,EMP-0031,Routing_Portal,Query,96059
2024-01-02 15:09:00,EMP-0128,Customer_CRM,View,64580
2024-01-02 15:16:00,EMP-0076,Routing_Portal,View,32738
2024-01-02 15:26:00,EMP-0093,Routing_Portal,Query,56112
2024-01-02 15:37:00,EMP-0071,Financial_Ledger,View,54863
2024-01-02 15:49:00,EMP-0002,Inventory_DB,Query,67283
2024-01-02 16:01:00,EMP-0059,Routing_Portal,Download,7195342
2024-01-02 16:13:00,EMP-0010,Routing_Portal,View,44962
2024-01-02 16:19:00,EMP-0061,Inventory_DB,View,38437
2024-01-02 16:31:00,EMP-0031,Financial_Ledger,View,54739
2024-01-02 16:44:00,EMP-0079,Financial_Ledger,Download,16003902
2024-01-02 16:56:00,EMP-0128,Financial_Ledger,Query,56556
2024-01-02 17:11:00,EMP-0134,Inventory_DB,View,63489
2024-01-02 17:16:00,EMP-0119,HR_Portal,Query,46518
2024-01-02 17:41:00,EMP-0087,Inventory_DB,View,65602
2024-01-02 17:50:00,EMP-0038,Inventory_DB,View,42334
2024-01-02 17:55:00,EMP-0068,Customer_CRM,Query,41813
2024-01-02 18:19:00,EMP-0132,Inventory_DB,Query,56870
2024-01-02 18:43:00,EMP-0097,Inventory_DB,View,53925
2024-01-02 18:52:00,EMP-0115,Inventory_DB,Query,30344
2024-01-02 19:05:00,EMP-0065,Routing_Portal,View,94631
2024-01-02 19:29:00,EMP-0028,Routing_Portal,View,30572
2024-01-02 19:39:00,EMP-0104,Routing_Portal,Query,19553
2024-01-02 20:10:00,EMP-0104,Inventory_DB,Query,72674
2024-01-02 22:45:00,EMP-0063,Customer_CRM,Query,60563
2024-01-03 05:14:00,EMP-0068,Customer_CRM,Query,57869
2024-01-03 06:03:00,EMP-0020,Routing_Portal,Download,11847466
2024-01-03 06:44:00,EMP-0027,HR_Portal,View,22034
2024-01-03 07:41:00,EMP-0094,HR_Portal,View,45613
2024-01-03 08:04:00,EMP-0087,Inventory_DB,View,49086
2024-01-03 08:19:00,EMP-0075,Inventory_DB,View,50248
2024-01-03 08:24:00,EMP-0024,Routing_Portal,View,51872
2024-01-03 09:03:00,EMP-0014,Routing_Portal,Query,74816
2024-01-03 09:06:00,EMP-0084,Financial_Ledger,Query,28046
2024-01-03 09:13:00,EMP-0127,Customer_CRM,Query,11839
2024-01-03 09:28:00,EMP-0007,HR_Portal,View,42397
2024-01-03 09:42:00,EMP-0011,Financial_Ledger,View,16678
2024-01-03 09:50:00,EMP-0085,Financial_Ledger,Query,4739
2024-01-03 10:03:00,EMP-0005,Inventory_DB,View,80451
2024-01-03 10:07:00,EMP-0054,Routing_Portal,View,53560
2024-01-03 10:18:00,EMP-0096,Routing_Portal,Query,37463
2024-01-03 10:32:00,EMP-0125,Routing_Portal,Download,13044555
2024-01-03 10:46:00,EMP-0120,Routing_Portal,View,84869
2024-01-03 10:48:00,EMP-0039,Inventory_DB,Query,72600
2024-01-03 11:01:00,EMP-0120,Routing_Portal,Download,19488981
2024-01-03 11:07:00,EMP-0148,Routing_Portal,View,56617
2024-01-03 11:15:00,EMP-0117,Inventory_DB,Query,28739
2024-01-03 11:20:00,EMP-0039,Routing_Portal,Query,47492
2024-01-03 11:30:00,EMP-0082,Inventory_DB,Query,31088
2024-01-03 11:37:00,EMP-0079,Financial_Ledger,View,90590
2024-01-03 11:43:00,EMP-0069,Financial_Ledger,Query,29072
2024-01-03 11:51:00,EMP-0086,Financial_Ledger,View,23870
2024-01-03 12:01:00,EMP-0011,Financial_Ledger,Download,6835380
2024-01-03 12:03:00,EMP-0049,Inventory_DB,View,66042
2024-01-03 12:09:00,EMP-0016,Inventory_DB,Query,16649
2024-01-03 12:14:00,EMP-0045,Financial_Ledger,View,62177
2024-01-03 12:29:00,EMP-0137,Routing_Portal,Query,55729
2024-01-03 12:40:00,EMP-0100,Inventory_DB,Query,45884
2024-01-03 12:53:00,EMP-0121,Financial_Ledger,View,99879
2024-01-03 13:06:00,EMP-0055,Inventory_DB,View,39054
2024-01-03 13:14:00,EMP-0100,Routing_Portal,View,59934
2024-01-03 13:26:00,EMP-0027,Inventory_DB,Query,25287
2024-01-03 13:33:00,EMP-0086,Customer_CRM,View,34031
2024-01-03 13:43:00,EMP-0122,Inventory_DB,View,65082
2024-01-03 13:54:00,EMP-0073,Financial_Ledger,View,34559
2024-01-03 13:57:00,EMP-0029,Inventory_DB,Query,49311
2024-01-03 14:08:00,EMP-0117,Inventory_DB,View,63768
2024-01-03 14:21:00,EMP-0042,Financial_Ledger,View,51630
2024-01-03 14:23:00,EMP-0028,Inventory_DB,View,41696
2024-01-03 14:31:00,EMP-0013,Inventory_DB,View,51073
2024-01-03 14:48:00,EMP-0009,Customer_CRM,Query,7697
2024-01-03 15:00:00,EMP-0140,Routing_Portal,View,44409
2024-01-03 15:14:00,EMP-0097,Customer_CRM,Query,71254
2024-01-03 15:42:00,EMP-0100,Inventory_DB,Query,85040
2024-01-03 15:48:00,EMP-0136,Inventory_DB,Query,63910
2024-01-03 16:03:00,EMP-0008,Inventory_DB,View,53073
2024-01-03 16:16:00,EMP-0069,Customer_CRM,View,53352
2024-01-03 16:21:00,EMP-0067,Routing_Portal,View,34681
2024-01-03 16:30:00,EMP-0019,Inventory_DB,Query,69245
2024-01-03 16:38:00,EMP-0022,HR_Portal,Query,68056
2024-01-03 16:44:00,EMP-0069,Financial_Ledger,Query,39241
2024-01-03 16:51:00,EMP-0118,Inventory_DB,Query,19006
2024-01-03 17:04:00,EMP-0045,Financial_Ledger,View,58705
2024-01-03 17:25:00,EMP-0090,Financial_Ledger,Query,75198
2024-01-03 17:36:00,EMP-0045,Customer_CRM,Query,41042
2024-01-03 17:39:00,EMP-0031,HR_Portal,Query,55324
2024-01-03 17:45:00,EMP-0147,Inventory_DB,Query,58251
2024-01-03 17:56:00,EMP-0099,HR_Portal,View,69775
2024-01-03 18:18:00,EMP-0078,Routing_Portal,Download,17569163
2024-01-03 18:37:00,EMP-0105,Routing_Portal,View,31435
2024-01-03 18:44:00,EMP-0021,Inventory_DB,View,66938
2024-01-03 19:09:00,EMP-0097,Routing_Portal,Query,44031
2024-01-03 20:20:00,EMP-0097,Routing_Portal,View,50582
2024-01-03 20:32:00,EMP-0098,Routing_Portal,View,67780
2024-01-03 20:37:00,EMP-0141,Routing_Portal,Query,13214
2024-01-03 20:48:00,EMP-0076,Inventory_DB,View,67271
2024-01-03 21:15:00,EMP-0128,Inventory_DB,Export,9617047
2024-01-03 22:14:00,EMP-0078,Routing_Portal,View,38392
2024-01-03 22:40:00,EMP-0138,Routing_Portal,View,74180
2024-01-04 00:23:00,EMP-0128,Financial_Ledger,View,74034
2024-01-04 01:04:00,EMP-0016,Inventory_DB,Query,33590
2024-01-04 05:18:00,EMP-0137,Inventory_DB,Query,29408
2024-01-04 06:02:00,EMP-0087,Inventory_DB,View,19502
2024-01-04 06:42:00,EMP-0093,Inventory_DB,Query,32902
2024-01-04 06:58:00,EMP-0150,Financial_Ledger,View,82056
2024-01-04 07:29:00,EMP-0034,Inventory_DB,Query,53709
2024-01-04 07:53:00,EMP-0102,Inventory_DB,Download,10029908
2024-01-04 08:06:00,EMP-0039,Routing_Portal,Query,47361
2024-01-04 08:09:00,EMP-0138,Routing_Portal,View,23298
2024-01-04 08:39:00,EMP-0130,Customer_CRM,View,48214
2024-01-04 09:09:00,EMP-0098,Routing_Portal,View,63971
2024-01-04 09:24:00,EMP-0017,Financial_Ledger,Query,21817
2024-01-04 09:30:00,EMP-0148,Routing_Portal,Query,67418
2024-01-04 09:36:00,EMP-0046,Inventory_DB,View,81716
2024-01-04 09:49:00,EMP-0116,Financial_Ledger,View,68593
2024-01-04 10:01:00,EMP-0047,Financial_Ledger,View,38982
2024-01-04 10:10:00,EMP-0042,Customer_CRM,View,68840
2024-01-04 10:23:00,EMP-0061,Customer_CRM,View,30493
2024-01-04 10:36:00,EMP-0088,Financial_Ledger,View,28902
2024-01-04 10:40:00,EMP-0004,Financial_Ledger,Download,25827105
2024-01-04 10:46:00,EMP-0027,Inventory_DB,Query,24655
2024-01-04 10:50:00,EMP-0029,Routing_Portal,View,33943
2024-01-04 11:00:00,EMP-0120,Inventory_DB,Query,44930
2024-01-04 11:15:00,EMP-0146,Routing_Portal,Export,15453493
2024-01-04 11:17:00,EMP-0061,Inventory_DB,View,76434
2024-01-04 11:24:00,EMP-0031,Financial_Ledger,Query,65882
2024-01-04 11:34:00,EMP-0138,Inventory_DB,View,77194
2024-01-04 11:45:00,EMP-0098,Routing_Portal,View,65439
2024-01-04 11:58:00,EMP-0091,Inventory_DB,View,55884
2024-01-04 12:07:00,EMP-0016,Routing_Portal,View,22169
2024-01-04 12:12:00,EMP-0113,HR_Portal,Query,52949
2024-01-04 12:22:00,EMP-0089,Inventory_DB,View,35410
2024-01-04 12:36:00,EMP-0125,Inventory_DB,View,35597
2024-01-04 12:42:00,EMP-0129,Routing_Portal,View,44294
2024-01-04 12:53:00,EMP-0114,Inventory_DB,View,91810
2024-01-04 13:05:00,EMP-0085,Customer_CRM,View,70081
2024-01-04 13:15:00,EMP-0076,Inventory_DB,Query,70638
2024-01-04 13:24:00,EMP-0098,Customer_CRM,View,28377
2024-01-04 13:28:00,EMP-0105,Inventory_DB,View,49992
2024-01-04 13:35:00,EMP-0116,Financial_Ledger,Download,13900592
2024-01-04 13:48:00,EMP-0093,Routing_Portal,View,55855
2024-01-04 13:58:00,EMP-0146,Routing_Portal,View,66687
2024-01-04 14:07:00,EMP-0140,Routing_Portal,View,47191
2024-01-04 14:19:00,EMP-0096,Inventory_DB,View,52382
2024-01-04 14:26:00,EMP-0018,HR_Portal,View,63314
2024-01-04 14:40:00,EMP-0011,Customer_CRM,View,58151
2024-01-04 14:50:00,EMP-0034,Routing_Portal,View,66156
2024-01-04 14:56:00,EMP-0147,Routing_Portal,Query,4729
2024-01-04 15:04:00,EMP-0053,Routing_Portal,View,30296
2024-01-04 15:09:00,EMP-0139,Routing_Portal,Download,14223621
2024-01-04 15:18:00,EMP-0082,Routing_Portal,View,29735
2024-01-04 15:24:00,EMP-0039,Routing_Portal,View,28251
2024-01-04 15:29:00,EMP-0018,HR_Portal,View,1355
2024-01-04 15:41:00,EMP-0001,Inventory_DB,View,63220
2024-01-04 15:52:00,EMP-0096,Inventory_DB,View,43341
2024-01-04 15:57:00,EMP-0069,Financial_Ledger,View,31427
2024-01-04 15:59:00,EMP-0032,Inventory_DB,View,84319
2024-01-04 16:06:00,EMP-0037,Routing_Portal,View,40624
2024-01-04 16:14:00,EMP-0043,Financial_Ledger,Query,67201
2024-01-04 16:17:00,EMP-0064,Routing_Portal,View,54601
2024-01-04 16:22:00,EMP-0129,Inventory_DB,View,62373
2024-01-04 16:34:00,EMP-0141,Customer_CRM,Download,4737185
2024-01-04 16:49:00,EMP-0131,Financial_Ledger,Download,14166769
2024-01-04 17:03:00,EMP-0032,Inventory_DB,View,41082
2024-01-04 17:18:00,EMP-0044,Routing_Portal,View,63717
2024-01-04 17:33:00,EMP-0142,Financial_Ledger,Query,105700
2024-01-04 17:40:00,EMP-0044,Routing_Portal,Query,80475
2024-01-04 17:45:00,EMP-0059,Inventory_DB,View,75804
2024-01-04 17:57:00,EMP-0139,Customer_CRM,View,20433
2024-01-04 18:11:00,EMP-0034,Inventory_DB,View,54284
2024-01-04 18:30:00,EMP-0035,Inventory_DB,Query,45189
2024-01-04 18:36:00,EMP-0101,Routing_Portal,View,21581
2024-01-04 18:53:00,EMP-0005,Inventory_DB,View,56433
2024-01-04 19:47:00,EMP-0001,Inventory_DB,View,70146
2024-01-04 20:10:00,EMP-0132,Routing_Portal,View,56595
2024-01-04 20:26:00,EMP-0075,Routing_Portal,View,68410
2024-01-04 20:47:00,EMP-0075,Inventory_DB,Query,76982
2024-01-05 00:44:00,EMP-0094,Routing_Portal,Query,42442
2024-01-05 01:42:00,EMP-0057,Inventory_DB,Query,89108
2024-01-05 03:25:00,EMP-0079,Financial_Ledger,Query,32833
2024-01-05 04:02:00,EMP-0100,Routing_Portal,Query,45555
2024-01-05 06:02:00,EMP-0102,Inventory_DB,Query,48975
2024-01-05 06:46:00,EMP-0100,Routing_Portal,Query,41217
2024-01-05 06:51:00,EMP-0068,Financial_Ledger,View,19979
2024-01-05 07:48:00,EMP-0087,Routing_Portal,View,71167
2024-01-05 07:58:00,EMP-0083,Routing_Portal,Download,24274835
2024-01-05 08:38:00,EMP-0098,Routing_Portal,Query,60045
2024-01-05 08:41:00,EMP-0005,Routing_Portal,View,52291
2024-01-05 08:52:00,EMP-0067,Routing_Portal,View,42630
2024-01-05 09:05:00,EMP-0061,Routing_Portal,Download,17296715
2024-01-05 09:16:00,EMP-0022,Customer_CRM,Query,61710
2024-01-05 09:29:00,EMP-0036,Financial_Ledger,View,46361
2024-01-05 09:43:00,EMP-0040,Routing_Portal,Query,37935
2024-01-05 09:45:00,EMP-0144,Inventory_DB,View,1053
2024-01-05 09:49:00,EMP-0052,Inventory_DB,View,49361
2024-01-05 09:52:00,EMP-0078,Routing_Portal,Query,78143
2024-01-05 09:56:00,EMP-0045,Financial_Ledger,Download,15304854
2024-01-05 10:10:00,EMP-0130,Inventory_DB,View,19152
2024-01-05 10:20:00,EMP-0142,Financial_Ledger,Query,33577
2024-01-05 10:25:00,EMP-0040,HR_Portal,Query,18016
2024-01-05 10:40:00,EMP-0087,Routing_Portal,Download,4655818
2024-01-05 10:52:00,EMP-0121,Routing_Portal,View,80194
2024-01-05 11:04:00,EMP-0057,Inventory_DB,Query,53493
2024-01-05 11:07:00,EMP-0072,Inventory_DB,Query,59268
2024-01-05 11:20:00,EMP-0088,Customer_CRM,View,5871
2024-01-05 11:25:00,EMP-0006,Customer_CRM,View,60883
2024-01-05 11:36:00,EMP-0103,Inventory_DB,View,63965
2024-01-05 11:45:00,EMP-0022,Routing_Portal,View,75058
2024-01-05 11:50:00,EMP-0075,Routing_Portal,Export,9758263
2024-01-05 12:01:00,EMP-0090,Inventory_DB,Query,24373
2024-01-05 12:04:00,EMP-0107,Financial_Ledger,Query,75534
2024-01-05 12:19:00,EMP-0016,Routing_Portal,View,62902
2024-01-05 12:23:00,EMP-0012,HR_Portal,Export,13511814
2024-01-05 12:32:00,EMP-0075,Routing_Portal,Query,65114
2024-01-05 12:42:00,EMP-0085,Inventory_DB,View,85162
2024-01-05 12:52:00,EMP-0093,Customer_CRM,View,56140
2024-01-05 13:02:00,EMP-0122,Inventory_DB,Query,60598
2024-01-05 13:14:00,EMP-0033,Routing_Portal,View,68802
2024-01-05 13:19:00,EMP-0124,Financial_Ledger,Query,64924
2024-01-05 13:32:00,EMP-0065,Routing_Portal,Query,47174
2024-01-05 13:45:00,EMP-0112,Inventory_DB,View,51710
2024-01-05 13:57:00,EMP-0006,Financial_Ledger,Query,12323
2024-01-05 14:12:00,EMP-0079,Financial_Ledger,View,23717
2024-01-05 14:25:00,EMP-0140,Inventory_DB,View,102024
2024-01-05 14:28:00,EMP-0024,Customer_CRM,View,37748
2024-01-05 14:42:00,EMP-0132,Inventory_DB,View,15700
2024-01-05 15:07:00,EMP-0037,Inventory_DB,View,77000
2024-01-05 15:10:00,EMP-0122,Routing_Portal,Query,85979
2024-01-05 15:21:00,EMP-0082,Customer_CRM,Download,8435731
2024-01-05 15:31:00,EMP-0046,Inventory_DB,View,50671
2024-01-05 15:39:00,EMP-0085,Financial_Ledger,View,45595
2024-01-05 15:54:00,EMP-0002,Customer_CRM,View,43830
2024-01-05 16:03:00,EMP-0147,Inventory_DB,Download,10789667
2024-01-05 16:11:00,EMP-0054,Inventory_DB,View,33376
2024-01-05 16:20:00,EMP-0041,Routing_Portal,Query,40121
2024-01-05 16:27:00,EMP-0054,Inventory_DB,View,61055
2024-01-05 16:40:00,EMP-0078,Routing_Portal,Query,46189
2024-01-05 16:51:00,EMP-0002,Inventory_DB,View,54632
2024-01-05 17:02:00,EMP-0085,Inventory_DB,Query,53108
2024-01-05 17:08:00,EMP-0006,HR_Portal,View,46085
2024-01-05 17:15:00,EMP-0023,Inventory_DB,Query,36957
2024-01-05 17:25:00,EMP-0147,Inventory_DB,Query,32846
2024-01-05 17:31:00,EMP-0040,Financial_Ledger,Export,13132524
2024-01-05 17:33:00,EMP-0026,Financial_Ledger,Query,49680
2024-01-05 17:36:00,EMP-0144,Routing_Portal,View,21337
2024-01-05 17:40:00,EMP-0064,HR_Portal,Query,34280
2024-01-05 17:54:00,EMP-0084,Financial_Ledger,View,69623
2024-01-05 18:11:00,EMP-0053,Routing_Portal,Download,10915468
2024-01-05 18:20:00,EMP-0058,Routing_Portal,Query,52445
2024-01-05 19:10:00,EMP-0001,Inventory_DB,View,21464
2024-01-05 19:15:00,EMP-0125,Routing_Portal,View,75209
2024-01-05 19:36:00,EMP-0105,Inventory_DB,View,77036
2024-01-05 20:08:00,EMP-0006,Financial_Ledger,View,55143
2024-01-05 20:22:00,EMP-0078,Inventory_DB,View,52521
2024-01-05 20:30:00,EMP-0078,Inventory_DB,View,59320
2024-01-06 01:57:00,EMP-0133,Financial_Ledger,Download,14320937
2024-01-06 06:03:00,EMP-0101,Routing_Portal,View,35786
2024-01-06 06:15:00,EMP-0137,Inventory_DB,Query,67272
2024-01-06 06:23:00,EMP-0017,Financial_Ledger,Query,35465
2024-01-06 06:36:00,EMP-0032,Customer_CRM,View,58348
2024-01-06 07:33:00,EMP-0100,Routing_Portal,View,75465
2024-01-06 07:35:00,EMP-0048,Inventory_DB,Query,26106
2024-01-06 07:37:00,EMP-0057,Customer_CRM,Query,47095
2024-01-06 07:49:00,EMP-0027,Inventory_DB,Query,50270
2024-01-06 08:00:00,EMP-0094,Customer_CRM,View,6870
2024-01-06 08:14:00,EMP-0114,Routing_Portal,View,40101
2024-01-06 08:32:00,EMP-0134,Routing_Portal,Query,51435
2024-01-06 08:40:00,EMP-0115,Inventory_DB,Query,24168
2024-01-06 09:00:00,EMP-0149,Inventory_DB,Download,20005011
2024-01-06 09:05:00,EMP-0093,Routing_Portal,Download,23345054
2024-01-06 09:19:00,EMP-0081,Financial_Ledger,View,79602
2024-01-06 09:24:00,EMP-0130,Routing_Portal,Query,91702
2024-01-06 09:30:00,EMP-0005,Routing_Portal,Query,44163
2024-01-06 09:33:00,EMP-0106,Financial_Ledger,View,73826
2024-01-06 09:37:00,EMP-0008,Inventory_DB,View,56812
2024-01-06 09:44:00,EMP-0005,Routing_Portal,Query,25318
2024-01-06 09:48:00,EMP-0145,Inventory_DB,Download,10272385
2024-01-06 10:02:00,EMP-0141,Routing_Portal,View,41979
2024-01-06 10:07:00,EMP-0014,Inventory_DB,Query,14410
2024-01-06 10:11:00,EMP-0098,Inventory_DB,View,49546
2024-01-06 10:15:00,EMP-0108,Inventory_DB,View,50629
2024-01-06 10:21:00,EMP-0003,Routing_Portal,View,107764
2024-01-06 10:30:00,EMP-0106,Customer_CRM,Query,56099
2024-01-06 10:40:00,EMP-0106,HR_Portal,Download,21932996
